OG0013842	XP_028052148.1			
OG0013843	XP_028052156.1			
OG0013844	XP_028052157.1			
OG0013845	XP_028052179.1			
OG0013846	XP_028052186.1			
OG0013847	XP_028052191.1			
OG0013848	XP_028052197.1			
OG0013849	XP_028052214.1			
OG0013850	XP_028052216.1			
OG0013851	XP_028052245.1			
OG0013852	XP_028052249.1			
OG0013853	XP_028052251.1			
OG0013854	XP_028052252.1			
OG0013855	XP_028052254.1			
OG0013856	XP_028052255.1			
OG0013857	XP_028052257.1			
OG0013858	XP_028052265.1			
OG0013859	XP_028052266.1			
OG0013860	XP_028052267.1			
OG0013861	XP_028052268.1			
OG0013862	XP_028052270.1			
OG0013863	XP_028052271.1			
OG0013864	XP_028052310.1			
OG0013865	XP_028052315.1			
OG0013866	XP_028052319.1			
OG0013867	XP_028052344.1			
OG0013868	XP_028052345.1			
OG0013869	XP_028052372.1			
OG0013870	XP_028052383.1			
OG0013871	XP_028052384.1			
OG0013872	XP_028052388.1			
OG0013873	XP_028052416.1			
OG0013874	XP_028052436.1			
OG0013875	XP_028052437.1			
OG0013876	XP_028052458.1			
OG0013877	XP_028052462.1			
OG0013878	XP_028052465.1			
OG0013879	XP_028052466.1			
OG0013880	XP_028052474.1			
OG0013881	XP_028052475.1			
OG0013882	XP_028052476.1			
OG0013883	XP_028052477.1			
OG0013884	XP_028052478.1			
OG0013885	XP_028052479.1			
OG0013886	XP_028052480.1			
OG0013887	XP_028052481.1			
OG0013888	XP_028052482.1			
OG0013889	XP_028052483.1			
OG0013890	XP_028052484.1			
OG0013891	XP_028052485.1			
OG0013892	XP_028052494.1			
OG0013893	XP_028052495.1			
OG0013894	XP_028052502.1			
OG0013895	XP_028052505.1			
OG0013896	XP_028052511.1			
OG0013897	XP_028052574.1			
OG0013898	XP_028052587.1			
OG0013899	XP_028052592.1			
OG0013900	XP_028052593.1			
OG0013901	XP_028052599.1			
OG0013902	XP_028052601.1			
OG0013903	XP_028052611.1			
OG0013904	XP_028052612.1			
OG0013905	XP_028052613.1			
OG0013906	XP_028052616.1			
OG0013907	XP_028052617.1			
OG0013908	XP_028052618.1			
OG0013909	XP_028052647.1			
OG0013910	XP_028052659.1			
OG0013911	XP_028052660.1			
OG0013912	XP_028052676.1			
OG0013913	XP_028052677.1			
OG0013914	XP_028052678.1			
OG0013915	XP_028052679.1			
OG0013916	XP_028052695.1			
OG0013917	XP_028052703.1			
OG0013918	XP_028052715.1			
OG0013919	XP_028052730.1			
OG0013920	XP_028052764.1			
OG0013921	XP_028052768.1			
OG0013922	XP_028052780.1			
OG0013923	XP_028052786.1			
OG0013924	XP_028052794.1			
OG0013925	XP_028052795.1			
OG0013926	XP_028052831.1			
OG0013927	XP_028052832.1			
OG0013928	XP_028052838.1			
OG0013929	XP_028052843.1			
OG0013930	XP_028052848.1			
OG0013931	XP_028052851.1			
OG0013932	XP_028052852.1			
OG0013933	XP_028052853.1			
OG0013934	XP_028052854.1			
OG0013935	XP_028052855.1			
OG0013936	XP_028052856.1			
OG0013937	XP_028052857.1			
OG0013938	XP_028052877.1			
OG0013939	XP_028052890.1			
OG0013940	XP_028052891.1			
OG0013941	XP_028052909.1			
OG0013942	XP_028052923.1			
OG0013943	XP_028052924.1			
OG0013944	XP_028052925.1			
OG0013945	XP_028052926.1			
OG0013946	XP_028052949.1			
OG0013947	XP_028052954.1			
OG0013948	XP_028052955.1			
OG0013949	XP_028052960.1			
OG0013950	XP_028052985.1			
OG0013951	XP_028053004.1			
OG0013952	XP_028053010.1			
OG0013953	XP_028053012.1			
OG0013954	XP_028053034.1			
OG0013955	XP_028053047.1			
OG0013956	XP_028053060.1			
OG0013957	XP_028053095.1			
OG0013958	XP_028053101.1			
OG0013959	XP_028053105.1			
OG0013960	XP_028053108.1			
OG0013961	XP_028053109.1			
OG0013962	XP_028053110.1			
OG0013963	XP_028053129.1			
OG0013964	XP_028053159.1			
OG0013965	XP_028053162.1			
OG0013966	XP_028053163.1			
OG0013967	XP_028053169.1			
OG0013968	XP_028053189.1			
OG0013969	XP_028053194.1			
OG0013970	XP_028053201.1			
OG0013971	XP_028053214.1			
OG0013972	XP_028053224.1			
OG0013973	XP_028053226.1			
OG0013974	XP_028053263.1			
OG0013975	XP_028053264.1			
OG0013976	XP_028053266.1			
OG0013977	XP_028053295.1			
OG0013978	XP_028053299.1			
OG0013979	XP_028053304.1			
OG0013980	XP_028053314.1			
OG0013981	XP_028053316.1			
OG0013982	XP_028053325.1			
OG0013983	XP_028053338.1			
OG0013984	XP_028053339.1			
OG0013985	XP_028053346.1			
OG0013986	XP_028053349.1			
OG0013987	XP_028053356.1			
OG0013988	XP_028053366.1			
OG0013989	XP_028053373.1			
OG0013990	XP_028053374.1			
OG0013991	XP_028053385.1			
OG0013992	XP_028053394.1			
OG0013993	XP_028053395.1			
OG0013994	XP_028053397.1			
OG0013995	XP_028053401.1			
OG0013996	XP_028053402.1			
OG0013997	XP_028053418.1			
OG0013998	XP_028053429.1			
OG0013999	XP_028053431.1			
OG0014000	XP_028053453.1			
OG0014001	XP_028053456.1			
OG0014002	XP_028053489.1			
OG0014003	XP_028053492.1			
OG0014004	XP_028053493.1			
OG0014005	XP_028053494.1			
OG0014006	XP_028053511.1			
OG0014007	XP_028053513.1			
OG0014008	XP_028053531.1			
OG0014009	XP_028053533.1			
OG0014010	XP_028053534.1			
OG0014011	XP_028053546.1			
OG0014012	XP_028053566.1			
OG0014013	XP_028053575.1			
OG0014014	XP_028053592.1			
OG0014015	XP_028053597.1			
OG0014016	XP_028053599.1			
OG0014017	XP_028053600.1			
OG0014018	XP_028053602.1			
OG0014019	XP_028053614.1			
OG0014020	XP_028053620.1			
OG0014021	XP_028053629.1			
OG0014022	XP_028053667.1			
OG0014023	XP_028053682.1			
OG0014024	XP_028053715.1			
OG0014025	XP_028053716.1			
OG0014026	XP_028053738.1			
OG0014027	XP_028053747.1			
OG0014028	XP_028053753.1			
OG0014029	XP_028053779.1			
OG0014030	XP_028053800.1			
OG0014031	XP_028053805.1			
OG0014032	XP_028053846.1			
OG0014033	XP_028053847.1			
OG0014034	XP_028053851.1			
OG0014035	XP_028053853.1			
OG0014036	XP_028053861.1			
OG0014037	XP_028053862.1			
OG0014038	XP_028053868.1			
OG0014039	XP_028053872.1			
OG0014040	XP_028053878.1			
OG0014041	XP_028053890.1			
OG0014042	XP_028053907.1			
OG0014043	XP_028053908.1			
OG0014044	XP_028053930.1			
OG0014045	XP_028053940.1			
OG0014046	XP_028053941.1			
OG0014047	XP_028053955.1			
OG0014048	XP_028053962.1			
OG0014049	XP_028053976.1			
OG0014050	XP_028053991.1			
OG0014051	XP_028054045.1			
OG0014052	XP_028054076.1			
OG0014053	XP_028054158.1			
OG0014054	XP_028054170.1			
OG0014055	XP_028054186.1			
OG0014056	XP_028054189.1			
OG0014057	XP_028054205.1			
OG0014058	XP_028054218.1			
OG0014059	XP_028054221.1			
OG0014060	XP_028054233.1			
OG0014061	XP_028054239.1			
OG0014062	XP_028054243.1			
OG0014063	XP_028054266.1			
OG0014064	XP_028054270.1			
OG0014065	XP_028054271.1			
OG0014066	XP_028054272.1			
OG0014067	XP_028054273.1			
OG0014068	XP_028054275.1			
OG0014069	XP_028054277.1			
OG0014070	XP_028054278.1			
OG0014071	XP_028054279.1			
OG0014072	XP_028054280.1			
OG0014073	XP_028054281.1			
OG0014074	XP_028054292.1			
OG0014075	XP_028054319.1			
OG0014076	XP_028054320.1			
OG0014077	XP_028054326.1			
OG0014078	XP_028054327.1			
OG0014079	XP_028054328.1			
OG0014080	XP_028054337.1			
OG0014081	XP_028054340.1			
OG0014082	XP_028054344.1			
OG0014083	XP_028054347.1			
OG0014084	XP_028054353.1			
OG0014085	XP_028054360.1			
OG0014086	XP_028054365.1			
OG0014087	XP_028054372.1			
OG0014088	XP_028054388.1			
OG0014089	XP_028054405.1			
OG0014090	XP_028054408.1			
OG0014091	XP_028054413.1			
OG0014092	XP_028054417.1			
OG0014093	XP_028054423.1			
OG0014094	XP_028054449.1			
OG0014095	XP_028054453.1			
OG0014096	XP_028054490.1			
OG0014097	XP_028054514.1			
OG0014098	XP_028054516.1			
OG0014099	XP_028054517.1			
OG0014100	XP_028054523.1			
OG0014101	XP_028054524.1			
OG0014102	XP_028054525.1			
OG0014103	XP_028054528.1			
OG0014104	XP_028054533.1			
OG0014105	XP_028054546.1			
OG0014106	XP_028054547.1			
OG0014107	XP_028054548.1			
OG0014108	XP_028054559.1			
OG0014109	XP_028054567.1			
OG0014110	XP_028054568.1			
OG0014111	XP_028054577.1			
OG0014112	XP_028054586.1			
OG0014113	XP_028054642.1			
OG0014114	XP_028054665.1			
OG0014115	XP_028054667.1			
OG0014116	XP_028054670.1			
OG0014117	XP_028054678.1			
OG0014118	XP_028054687.1			
OG0014119	XP_028054711.1			
OG0014120	XP_028054714.1			
OG0014121	XP_028054726.1			
OG0014122	XP_028054757.1			
OG0014123	XP_028054768.1			
OG0014124	XP_028054799.1			
OG0014125	XP_028054804.1			
OG0014126	XP_028054813.1			
OG0014127	XP_028054818.1			
OG0014128	XP_028054827.1			
OG0014129	XP_028054831.1			
OG0014130	XP_028054835.1			
OG0014131	XP_028054862.1			
OG0014132	XP_028054885.1			
OG0014133	XP_028054945.1			
OG0014134	XP_028054947.1			
OG0014135	XP_028054956.1			
OG0014136	XP_028054973.1			
OG0014137	XP_028054985.1			
OG0014138	XP_028054986.1			
OG0014139	XP_028054987.1			
OG0014140	XP_028054999.1			
OG0014141	XP_028055025.1			
OG0014142	XP_028055029.1			
OG0014143	XP_028055030.1			
OG0014144	XP_028055070.1			
OG0014145	XP_028055072.1			
OG0014146	XP_028055076.1			
OG0014147	XP_028055084.1			
OG0014148	XP_028055087.1			
OG0014149	XP_028055088.1			
OG0014150	XP_028055089.1			
OG0014151	XP_028055090.1			
OG0014152	XP_028055091.1			
OG0014153	XP_028055104.1			
OG0014154	XP_028055107.1			
OG0014155	XP_028055148.1			
OG0014156	XP_028055160.1			
OG0014157	XP_028055165.1			
OG0014158	XP_028055181.1			
OG0014159	XP_028055193.1			
OG0014160	XP_028055194.1			
OG0014161	XP_028055239.1			
OG0014162	XP_028055244.1			
OG0014163	XP_028055255.1			
OG0014164	XP_028055288.1			
OG0014165	XP_028055296.1			
OG0014166	XP_028055297.1			
OG0014167	XP_028055303.1			
OG0014168	XP_028055312.1			
OG0014169	XP_028055325.1			
OG0014170	XP_028055362.1			
OG0014171	XP_028055363.1			
OG0014172	XP_028055428.1			
OG0014173	XP_028055440.1			
OG0014174	XP_028055446.1			
OG0014175	XP_028055460.1			
OG0014176	XP_028055488.1			
OG0014177	XP_028055493.1			
OG0014178	XP_028055499.1			
OG0014179	XP_028055504.1			
OG0014180	XP_028055508.1			
OG0014181	XP_028055526.1			
OG0014182	XP_028055553.1			
OG0014183	XP_028055555.1			
OG0014184	XP_028055556.1			
OG0014185	XP_028055563.1			
OG0014186	XP_028055570.1			
OG0014187	XP_028055582.1			
OG0014188	XP_028055583.1			
OG0014189	XP_028055602.1			
OG0014190	XP_028055616.1			
OG0014191	XP_028055617.1			
OG0014192	XP_028055622.1			
OG0014193	XP_028055623.1			
OG0014194	XP_028055624.1			
OG0014195	XP_028055629.1			
OG0014196	XP_028055640.1			
OG0014197	XP_028055644.1			
OG0014198	XP_028055646.1			
OG0014199	XP_028055647.1			
OG0014200	XP_028055648.1			
OG0014201	XP_028055657.1			
OG0014202	XP_028055672.1			
OG0014203	XP_028055681.1			
OG0014204	XP_028055684.1			
OG0014205	XP_028055686.1			
OG0014206	XP_028055688.1			
OG0014207	XP_028055690.1			
OG0014208	XP_028055704.1			
OG0014209	XP_028055705.1			
OG0014210	XP_028055730.1			
OG0014211	XP_028055731.1			
OG0014212	XP_028055735.1			
OG0014213	XP_028055738.1			
OG0014214	XP_028055740.1			
OG0014215	XP_028055741.1			
OG0014216	XP_028055747.1			
OG0014217	XP_028055765.1			
OG0014218	XP_028055777.1			
OG0014219	XP_028055797.1			
OG0014220	XP_028055811.1			
OG0014221	XP_028055812.1			
OG0014222	XP_028055831.1			
OG0014223	XP_028055838.1			
OG0014224	XP_028055839.1			
OG0014225	XP_028055849.1			
OG0014226	XP_028055883.1			
OG0014227	XP_028055888.1			
OG0014228	XP_028055889.1			
OG0014229	XP_028055890.1			
OG0014230	XP_028055913.1			
OG0014231	XP_028055923.1			
OG0014232	XP_028055924.1			
OG0014233	XP_028055926.1			
OG0014234	XP_028055927.1			
OG0014235	XP_028055946.1			
OG0014236	XP_028055949.1			
OG0014237	XP_028055952.1			
OG0014238	XP_028055958.1			
OG0014239	XP_028055971.1			
OG0014240	XP_028055985.1			
OG0014241	XP_028055990.1			
OG0014242	XP_028056003.1			
OG0014243	XP_028056004.1			
OG0014244	XP_028056031.1			
OG0014245	XP_028056040.1			
OG0014246	XP_028056053.1			
OG0014247	XP_028056111.1			
OG0014248	XP_028056113.1			
OG0014249	XP_028056116.1			
OG0014250	XP_028056118.1			
OG0014251	XP_028056121.1			
OG0014252	XP_028056136.1			
OG0014253	XP_028056137.1			
OG0014254	XP_028056142.1			
OG0014255	XP_028056145.1			
OG0014256	XP_028056146.1			
OG0014257	XP_028056150.1			
OG0014258	XP_028056155.1			
OG0014259	XP_028056160.1			
OG0014260	XP_028056174.1			
OG0014261	XP_028056183.1			
OG0014262	XP_028056185.1			
OG0014263	XP_028056195.1			
OG0014264	XP_028056197.1			
OG0014265	XP_028056202.1			
OG0014266	XP_028056213.1			
OG0014267	XP_028056223.1			
OG0014268	XP_028056240.1			
OG0014269	XP_028056246.1			
OG0014270	XP_028056248.1			
OG0014271	XP_028056251.1			
OG0014272	XP_028056281.1			
OG0014273	XP_028056291.1			
OG0014274	XP_028056298.1			
OG0014275	XP_028056365.1			
OG0014276	XP_028056366.1			
OG0014277	XP_028056372.1			
OG0014278	XP_028056374.1			
OG0014279	XP_028056398.1			
OG0014280	XP_028056399.1			
OG0014281	XP_028056403.1			
OG0014282	XP_028056405.1			
OG0014283	XP_028056406.1			
OG0014284	XP_028056435.1			
OG0014285	XP_028056437.1			
OG0014286	XP_028056472.1			
OG0014287	XP_028056494.1			
OG0014288	XP_028056507.1			
OG0014289	XP_028056513.1			
OG0014290	XP_028056514.1			
OG0014291	XP_028056515.1			
OG0014292	XP_028056519.1			
OG0014293	XP_028056521.1			
OG0014294	XP_028056523.1			
OG0014295	XP_028056524.1			
OG0014296	XP_028056526.1			
OG0014297	XP_028056541.1			
OG0014298	XP_028056545.1			
OG0014299	XP_028056547.1			
OG0014300	XP_028056568.1			
OG0014301	XP_028056576.1			
OG0014302	XP_028056577.1			
OG0014303	XP_028056599.1			
OG0014304	XP_028056620.1			
OG0014305	XP_028056643.1			
OG0014306	XP_028056645.1			
OG0014307	XP_028056651.1			
OG0014308	XP_028056652.1			
OG0014309	XP_028056653.1			
OG0014310	XP_028056654.1			
OG0014311	XP_028056657.1			
OG0014312	XP_028056672.1			
OG0014313	XP_028056679.1			
OG0014314	XP_028056680.1			
OG0014315	XP_028056682.1			
OG0014316	XP_028056683.1			
OG0014317	XP_028056684.1			
OG0014318	XP_028056685.1			
OG0014319	XP_028056686.1			
OG0014320	XP_028056687.1			
OG0014321	XP_028056688.1			
OG0014322	XP_028056699.1			
OG0014323	XP_028056715.1			
OG0014324	XP_028056721.1			
OG0014325	XP_028056731.1			
OG0014326	XP_028056746.1			
OG0014327	XP_028056766.1			
OG0014328	XP_028056767.1			
OG0014329	XP_028056768.1			
OG0014330	XP_028056773.1			
OG0014331	XP_028056775.1			
OG0014332	XP_028056781.1			
OG0014333	XP_028056788.1			
OG0014334	XP_028056789.1			
OG0014335	XP_028056791.1			
OG0014336	XP_028056808.1			
OG0014337	XP_028056818.1			
OG0014338	XP_028056858.1			
OG0014339	XP_028056864.1			
OG0014340	XP_028056881.1			
OG0014341	XP_028056883.1			
OG0014342	XP_028056884.1			
OG0014343	XP_028056893.1			
OG0014344	XP_028056894.1			
OG0014345	XP_028056895.1			
OG0014346	XP_028056901.1			
OG0014347	XP_028056927.1			
OG0014348	XP_028056934.1			
OG0014349	XP_028056942.1			
OG0014350	XP_028056945.1			
OG0014351	XP_028056949.1			
OG0014352	XP_028056961.1			
OG0014353	XP_028056980.1			
OG0014354	XP_028057027.1			
OG0014355	XP_028057030.1			
OG0014356	XP_028057039.1			
OG0014357	XP_028057043.1			
OG0014358	XP_028057064.1			
OG0014359	XP_028057096.1			
OG0014360	XP_028057105.1			
OG0014361	XP_028057117.1			
OG0014362	XP_028057119.1			
OG0014363	XP_028057123.1			
OG0014364	XP_028057124.1			
OG0014365	XP_028057125.1			
OG0014366	XP_028057128.1			
OG0014367	XP_028057129.1			
OG0014368	XP_028057155.1			
OG0014369	XP_028057156.1			
OG0014370	XP_028057157.1			
OG0014371	XP_028057167.1			
OG0014372	XP_028057168.1			
OG0014373	XP_028057176.1			
OG0014374	XP_028057180.1			
OG0014375	XP_028057182.1			
OG0014376	XP_028057188.1			
OG0014377	XP_028057191.1			
OG0014378	XP_028057203.1			
OG0014379	XP_028057210.1			
OG0014380	XP_028057211.1			
OG0014381	XP_028057212.1			
OG0014382	XP_028057213.1			
OG0014383	XP_028057254.1			
OG0014384	XP_028057255.1			
OG0014385	XP_028057263.1			
OG0014386	XP_028057266.1			
OG0014387	XP_028057274.1			
OG0014388	XP_028057317.1			
OG0014389	XP_028057396.1			
OG0014390	XP_028057408.1			
OG0014391	XP_028057415.1			
OG0014392	XP_028057422.1			
OG0014393	XP_028057427.1			
OG0014394	XP_028057428.1			
OG0014395	XP_028057429.1			
OG0014396	XP_028057434.1			
OG0014397	XP_028057451.1			
OG0014398	XP_028057457.1			
OG0014399	XP_028057467.1			
OG0014400	XP_028057469.1			
OG0014401	XP_028057470.1			
OG0014402	XP_028057473.1			
OG0014403	XP_028057478.1			
OG0014404	XP_028057496.1			
OG0014405	XP_028057508.1			
OG0014406	XP_028057536.1			
OG0014407	XP_028057541.1			
OG0014408	XP_028057552.1			
OG0014409	XP_028057567.1			
OG0014410	XP_028057568.1			
OG0014411	XP_028057575.1			
OG0014412	XP_028057583.1			
OG0014413	XP_028057631.1			
OG0014414	XP_028057642.1			
OG0014415	XP_028057643.1			
OG0014416	XP_028057658.1			
OG0014417	XP_028057670.1			
OG0014418	XP_028057675.1			
OG0014419	XP_028057682.1			
OG0014420	XP_028057684.1			
OG0014421	XP_028057685.1			
OG0014422	XP_028057687.1			
OG0014423	XP_028057699.1			
OG0014424	XP_028057700.1			
OG0014425	XP_028057710.1			
OG0014426	XP_028057741.1			
OG0014427	XP_028057768.1			
OG0014428	XP_028057774.1			
OG0014429	XP_028057777.1			
OG0014430	XP_028057778.1			
OG0014431	XP_028057792.1			
OG0014432	XP_028057797.1			
OG0014433	XP_028057823.1			
OG0014434	XP_028057830.1			
OG0014435	XP_028057831.1			
OG0014436	XP_028057851.1			
OG0014437	XP_028057872.1			
OG0014438	XP_028057873.1			
OG0014439	XP_028057886.1			
OG0014440	XP_028057887.1			
OG0014441	XP_028057888.1			
OG0014442	XP_028057889.1			
OG0014443	XP_028057890.1			
OG0014444	XP_028057891.1			
OG0014445	XP_028057925.1			
OG0014446	XP_028057929.1			
OG0014447	XP_028057935.1			
OG0014448	XP_028057938.1			
OG0014449	XP_028057939.1			
OG0014450	XP_028057949.1			
OG0014451	XP_028057961.1			
OG0014452	XP_028057964.1			
OG0014453	XP_028057966.1			
OG0014454	XP_028057967.1			
OG0014455	XP_028057990.1			
OG0014456	XP_028058009.1			
OG0014457	XP_028058011.1			
OG0014458	XP_028058042.1			
OG0014459	XP_028058054.1			
OG0014460	XP_028058058.1			
OG0014461	XP_028058075.1			
OG0014462	XP_028058078.1			
OG0014463	XP_028058095.1			
OG0014464	XP_028058118.1			
OG0014465	XP_028058122.1			
OG0014466	XP_028058131.1			
OG0014467	XP_028058142.1			
OG0014468	XP_028058143.1			
OG0014469	XP_028058151.1			
OG0014470	XP_028058170.1			
OG0014471	XP_028058171.1			
OG0014472	XP_028058172.1			
OG0014473	XP_028058185.1			
OG0014474	XP_028058186.1			
OG0014475	XP_028058188.1			
OG0014476	XP_028058189.1			
OG0014477	XP_028058229.1			
OG0014478	XP_028058232.1			
OG0014479	XP_028058237.1			
OG0014480	XP_028058255.1			
OG0014481	XP_028058256.1			
OG0014482	XP_028058259.1			
OG0014483	XP_028058260.1			
OG0014484	XP_028058274.1			
OG0014485	XP_028058294.1			
OG0014486	XP_028058299.1			
OG0014487	XP_028058313.1			
OG0014488	XP_028058314.1			
OG0014489	XP_028058320.1			
OG0014490	XP_028058321.1			
OG0014491	XP_028058322.1			
OG0014492	XP_028058330.1			
OG0014493	XP_028058331.1			
OG0014494	XP_028058336.1			
OG0014495	XP_028058371.1			
OG0014496	XP_028058375.1			
OG0014497	XP_028058387.1			
OG0014498	XP_028058411.1			
OG0014499	XP_028058412.1			
OG0014500	XP_028058413.1			
OG0014501	XP_028058414.1			
OG0014502	XP_028058432.1			
OG0014503	XP_028058435.1			
OG0014504	XP_028058444.1			
OG0014505	XP_028058464.1			
OG0014506	XP_028058465.1			
OG0014507	XP_028058466.1			
OG0014508	XP_028058490.1			
OG0014509	XP_028058491.1			
OG0014510	XP_028058495.1			
OG0014511	XP_028058496.1			
OG0014512	XP_028058500.1			
OG0014513	XP_028058525.1			
OG0014514	XP_028058530.1			
OG0014515	XP_028058531.1			
OG0014516	XP_028058532.1			
OG0014517	XP_028058534.1			
OG0014518	XP_028058537.1			
OG0014519	XP_028058547.1			
OG0014520	XP_028058570.1			
OG0014521	XP_028058578.1			
OG0014522	XP_028058616.1			
OG0014523	XP_028058631.1			
OG0014524	XP_028058632.1			
OG0014525	XP_028058633.1			
OG0014526	XP_028058643.1			
OG0014527	XP_028058644.1			
OG0014528	XP_028058653.1			
OG0014529	XP_028058671.1			
OG0014530	XP_028058674.1			
OG0014531	XP_028058681.1			
OG0014532	XP_028058682.1			
OG0014533	XP_028058683.1			
OG0014534	XP_028058694.1			
OG0014535	XP_028058704.1			
OG0014536	XP_028058713.1			
OG0014537	XP_028058723.1			
OG0014538	XP_028058725.1			
OG0014539	XP_028058726.1			
OG0014540	XP_028058729.1			
OG0014541	XP_028058740.1			
OG0014542	XP_028058760.1			
OG0014543	XP_028058796.1			
OG0014544	XP_028058797.1			
OG0014545	XP_028058799.1			
OG0014546	XP_028058800.1			
OG0014547	XP_028058808.1			
OG0014548	XP_028058824.1			
OG0014549	XP_028058826.1			
OG0014550	XP_028058827.1			
OG0014551	XP_028058834.1			
OG0014552	XP_028058841.1			
OG0014553	XP_028058881.1			
OG0014554	XP_028058890.1			
OG0014555	XP_028058899.1			
OG0014556	XP_028058914.1			
OG0014557	XP_028058915.1			
OG0014558	XP_028058916.1			
OG0014559	XP_028058917.1			
OG0014560	XP_028058934.1			
OG0014561	XP_028058975.1			
OG0014562	XP_028058990.1			
OG0014563	XP_028058991.1			
OG0014564	XP_028058993.1			
OG0014565	XP_028059000.1			
OG0014566	XP_028059023.1			
OG0014567	XP_028059025.1			
OG0014568	XP_028059036.1			
OG0014569	XP_028059040.1			
OG0014570	XP_028059042.1			
OG0014571	XP_028059056.1			
OG0014572	XP_028059065.1			
OG0014573	XP_028059066.1			
OG0014574	XP_028059067.1			
OG0014575	XP_028059068.1			
OG0014576	XP_028059081.1			
